130	h5nc	5C						
-	5	5	3	9	46	339	12787	0
-	5	5	3	0	215	6	13843	0
-	5	5	3	5	940	238	-6272	0
-	5	5	4	4	40	226	7400	0
-	5	5	4	2	30	245	6470	0
#		Mission_06						
-	5	6	0	9	357	407	1	0
-	5	6	0	4	653	358	1	0
-	5	6	1	6	733	34	19482	0
-	5	6	1	2	359	18	14550	0
-	5	6	1	7	928	340	-7755	0
-	5	6	2	6	341	36	15163	0
-	5	6	3	8	539	30	14754	0
-	5	6	3	4	53	264	5162	0
-	5	6	3	1	390	43	21073	0
#		Mission_07						
-	5	7	0	3	523	199	2	0
-	5	7	0	5	225	346	3	0
-	5	7	1	4	952	266	-9920	0
-	5	7	2	7	943	329	-12459	0
-	5	7	3	7	54	246	7264	0
-	5	7	3	0	16	276	5767	0
-	5	7	4	7	41	319	10551	0
-	5	7	4	9	10	289	12048	0
#		Mission_08						
-	5	8	0	5	169	180	2	0
-	5	8	0	7	404	443	3	0
-	5	8	0	3	644	218	1	0
-	5	8	0	3	189	441	1	0
-	5	8	1	6	700	38	21108	0
-	5	8	1	2	54	327	10998	0
-	5	8	2	6	470	41	15207	0
-	5	8	2	0	944	285	-5974	0
-	5	8	2	0	659	37	21229	0
#		Mission_09						
-	5	9	0	3	359	371	2	0
-	5	9	0	3	836	234	1	0
-	5	9	0	2	282	318	1	0
-	5	9	1	3	940	318	-5565	0
-	5	9	2	3	936	258	-8770	0
-	5	9	2	5	37	246	8487	0
-	5	9	2	7	937	201	-11464	0
-	5	9	3	1	947	297	-8742	0
-	5	9	3	3	14	207	6444	0
#		Mission_10						
-	5	10	0	9	743	466	1	0
-	5	10	0	8	311	380	3	0
-	5	10	0	5	485	241	2	0
-	5	10	1	9	664	56	18265	0
-	5	10	1	3	934	200	-8801	0
-	5	10	2	3	45	299	11016	0
#		Mission_11						
-	5	11	0	5	518	536	3	0
-	5	11	0	4	859	212	1	0
-	5	11	0	7	664	475	1	0
-	5	11	0	6	666	276	3	0
-	5	11	1	1	352	9	17080	0
-	5	11	1	1	916	276	-10533	0
#		Mission_12						
-	5	12	0	4	645	286	2	0
-	5	12	0	8	830	375	2	0
-	5	12	1	5	638	27	13717	0
-	5	12	1	3	54	289	10086	0
-	5	12	2	3	739	36	16617	0
-	5	12	2	1	285	27	19378	0
-	5	12	3	1	48	208	7287	0
-	5	12	3	2	232	37	15459	0
#		Mission_13						
-	5	13	0	7	680	139	1	0
-	5	13	0	2	551	105	3	0
-	5	13	0	9	764	514	1	0
-	5	13	0	0	544	271	1	0
-	5	13	0	5	366	255	2	0
-	5	13	1	1	920	282	-9634	0
-	5	13	1	9	331	42	16083	0
#		Mission_14						
-	5	14	0	2	252	316	1	0
-	5	14	0	9	314	379	3	0
-	5	14	0	8	317	491	1	0
-	5	14	0	7	627	465	3	0
-	5	14	1	4	4	262	7083	0
-	5	14	2	3	450	18	16275	0
#		Mission_15						
-	5	15	0	1	705	450	2	0
-	5	15	0	8	383	473	3	0
-	5	15	0	4	656	533	1	0
-	5	15	0	0	507	470	1	0
-	5	15	0	1	302	182	1	0
-	5	15	1	7	501	36	21776	0
-	5	15	2	2	396	46	20219	0
-	5	15	2	1	549	46	15967	0
-	5	15	3	6	919	266	-10743	0
-	5	15	3	5	931	206	-8926	0
-	5	15	3	5	936	302	-7463	0
#		Mission_16						
-	5	16	0	6	214	288	1	0
-	5	16	0	7	674	263	2	0
-	5	16	0	2	484	338	1	0
-	5	16	1	0	901	315	-11978	0
-	5	16	2	9	25	300	9634	0
-	5	16	3	5	37	317	6544	0
-	5	16	3	7	25	324	8705	0
-	5	16	3	0	58	212	12926	0
-	5	16	4	5	307	24	17754	0
-	5	16	4	0	905	333	-5114	0
-	5	16	4	3	425	21	18098	0
#		Mission_17						
-	5	17	0	5	105	431	1	0
-	5	17	0	1	816	302	1	0
-	5	17	0	6	439	246	2	0
-	5	17	1	4	631	24	18298	0
-	5	17	1	3	425	4	14271	0
-	5	17	1	9	37	254	10820	0
#		Mission_18						
-	5	18	0	5	799	171	3	0
-	5	18	0	8	122	488	2	0
-	5	18	0	4	758	475	3	0
-	5	18	1	1	950	203	-8084	0
-	5	18	1	6	512	37	14961	0
-	5	18	2	0	902	304	-9454	0
-	5	18	3	7	4	210	10425	0
-	5	18	3	7	653	51	17563	0
-	5	18	3	8	921	331	-11941	0
-	5	18	4	8	220	49	20086	0
-	5	18	4	4	38	282	7591	0
-	5	18	4	9	724	12	13677	0
#		Mission_19						
-	5	19	0	7	397	263	3	0
-	5	19	0	8	175	180	3	0
-	5	19	1	9	15	275	9236	0
#		Mission_20						
-	5	20	0	5	305	441	1	0
-	5	20	0	9	608	423	1	0
-	5	20	0	7	163	279	1	0
-	5	20	1	9	281	47	17478	0
-	5	20	1	8	699	27	17261	0
-	5	20	2	3	594	56	14500	0
#		Mission_21						
-	5	21	0	8	443	306	2	0
-	5	21	0	4	238	192	2	0
-	5	21	0	5	770	394	1	0
-	5	21	0	7	409	102	3	0
-	5	21	0	0	151	269	3	0
-	5	21	1	4	929	306	-10625	0
-	5	21	1	4	10	281	8820	0
-	5	21	1	5	251	20	16495	0
#		Mission_22						
-	5	22	0	0	667	496	3	0
-	5	22	0	2	165	228	3	0
-	5	22	0	9	841	476	3	0
-	5	22	0	5	810	488	1	0
-	5	22	1	3	709	51	22186	0
-	5	22	1	5	405	54	19602	0
-	5	22	1	1	33	203	8180	0
-	5	22	2	7	595	10	14748	0
-	5	22	2	9	910	300	-7379	0
-	5	22	3	2	227	55	16099	0
-	5	22	3	9	411	10	18476	0
-	5	22	3	5	54	253	8077	0
#		Mission_23						
-	5	23	0	2	622	269	2	0
-	5	23	0	4	245	404	1	0
-	5	23	0	3	657	321	1	0
-	5	23	0	2	204	189	3	0
-	5	23	1	2	647	55	16915	0
-	5	23	1	6	467	30	22199	0
-	5	23	1	5	508	52	19888	0
-	5	23	2	1	57	293	11427	0
-	5	23	3	9	923	220	-10059	0
-	5	23	4	8	520	27	21633	0
-	5	23	4	5	16	317	8454	0
#		Mission_24						
-	5	24	0	6	194	224	2	0
-	5	24	0	9	518	437	2	0
-	5	24	0	1	783	175	3	0
-	5	24	1	2	235	49	16668	0
-	5	24	2	0	23	331	6534	0
-	5	24	2	5	918	211	-13390	0
-	5	24	2	4	50	296	7460	0
-	5	24	3	2	928	306	-8240	0
-	5	24	3	4	618	36	19559	0
#		Mission_25						
-	5	25	0	3	420	382	1	0
-	5	25	0	1	486	528	1	0
-	5	25	0	0	479	312	1	0
-	5	25	0	6	252	282	2	0
-	5	25	1	6	397	49	16609	0
-	5	25	1	8	11	332	10093	0
-	5	25	1	1	919	301	-8091	0
-	5	25	2	6	900	322	-9561	0
#		Mission_26						
-	5	26	0	3	548	201	2	0
-	5	26	0	4	357	308	1	0
-	5	26	1	9	921	298	-10909	0
-	5	26	1	3	380	52	22255	0
-	5	26	2	5	44	314	6246	0
-	5	26	2	6	920	208	-5684	0
-	5	26	2	2	604	12	16147	0
-	5	26	3	4	38	203	4859	0
-	5	26	4	6	19	321	9247	0
-	5	26	4	9	951	271	-9681	0
-	5	26	4	2	919	328	-8592	0
#		Mission_27						
-	5	27	0	3	664	179	1	0
-	5	27	0	1	754	243	2	0
-	5	27	1	6	937	247	-6073	0
-	5	27	1	4	24	229	13485	0
-	5	27	1	0	35	265	5013	0
-	5	27	2	2	613	53	14666	0
-	5	27	3	7	4	226	9484	0
-	5	27	3	5	7	268	11370	0
-	5	27	4	4	460	50	20237	0
#		Mission_28						
-	5	28	0	7	708	293	2	0
-	5	28	0	4	633	157	2	0
-	5	28	0	7	834	107	1	0
-	5	28	0	1	531	155	3	0
-	5	28	0	3	752	254	2	0
-	5	28	1	2	357	43	15854	0
-	5	28	2	9	934	270	-9138	0
-	5	28	3	6	949	249	-5677	0
-	5	28	3	6	937	214	-10472	0
-	5	28	4	6	58	336	11165	0
-	5	28	4	2	401	21	15270	0
-	5	28	4	8	202	57	14156	0
#		Mission_29						
-	5	29	0	6	120	537	3	0
-	5	29	0	3	459	481	3	0
-	5	29	1	3	60	336	11955	0
-	5	29	1	9	932	306	-9154	0
-	5	29	1	8	625	19	17310	0
#		Mission_30						
-	5	30	0	0	462	328	1	0
-	5	30	0	2	641	398	3	0
-	5	30	0	1	348	235	3	0
-	5	30	1	9	925	314	-5349	0
-	5	30	1	5	953	296	-10964	0
-	5	30	2	5	239	48	13847	0
-	5	30	3	1	7	311	5175	0
#		Mission_31						
-	5	31	0	0	819	159	1	0
-	5	31	0	3	472	322	2	0
-	5	31	0	1	472	525	1	0
-	5	31	0	4	127	261	2	0
-	5	31	0	7	627	407	2	0
-	5	31	1	2	312	32	18863	0
-	5	31	1	5	955	240	-7931	0
-	5	31	1	0	942	258	-7781	0
#		Mission_32						
-	5	32	0	0	326	485	3	0
-	5	32	0	3	607	459	2	0
-	5	32	0	6	316	361	1	0
-	5	32	1	5	928	284	-12173	0
-	5	32	2	5	49	247	11275	0
-	5	32	2	1	692	23	15767	0
-	5	32	3	1	435	28	20898	0
#		Mission_33						
-	5	33	0	0	853	400	1	0
-	5	33	0	7	473	243	3	0
-	5	33	0	9	447	405	2	0
-	5	33	1	9	418	41	14674	0
-	5	33	2	2	56	218	6646	0
-	5	33	3	9	22	336	10480	0
-	5	33	3	1	246	50	15089	0
-	5	33	4	2	923	217	-9529	0
-	5	33	4	4	537	42	15528	0
-	5	33	4	4	52	292	10809	0
#		Mission_34						
-	5	34	0	4	678	422	2	0
-	5	34	0	4	739	145	2	0
-	5	34	0	5	687	309	2	0
-	5	34	0	8	855	142	3	0
-	5	34	1	5	914	340	-9689	0
-	5	34	1	2	921	223	-12271	0
-	5	34	1	5	291	17	15221	0
-	5	34	2	6	905	279	-11422	0
-	5	34	2	4	205	60	13913	0
-	5	34	3	2	376	25	14748	0
-	5	34	3	4	48	254	10462	0
-	5	34	4	6	45	238	7861	0
-	5	34	4	8	912	229	-9576	0
-	5	34	4	2	617	7	20899	0
#		Mission_35						
-	5	35	0	1	403	445	2	0
-	5	35	0	1	234	365	2	0
-	5	35	0	5	645	337	1	0
-	5	35	0	1	134	420	2	0
-	5	35	1	2	226	9	13821	0
-	5	35	1	1	40	250	5751	0
-	5	35	2	4	350	55	14737	0
-	5	35	2	7	22	331	9961	0
-	5	35	2	1	606	10	18350	0
-	5	35	3	5	934	248	-6753	0
-	5	35	3	2	927	274	-8983	0
-	5	35	3	7	505	10	18388	0
#		Mission_36						
-	5	36	0	2	391	209	3	0
-	5	36	0	3	592	174	2	0
-	5	36	0	9	767	346	2	0
-	5	36	0	6	812	191	3	0
-	5	36	0	9	433	247	1	0
-	5	36	1	3	936	301	-9953	0
-	5	36	1	2	748	18	17425	0
-	5	36	1	7	248	15	14240	0
-	5	36	2	7	933	201	-9007	0
-	5	36	2	3	938	246	-8014	0
#		Mission_37						
-	5	37	0	3	125	132	3	0
-	5	37	0	3	229	185	3	0
-	5	37	0	7	303	336	3	0
-	5	37	1	0	9	216	5947	0
-	5	37	2	8	29	308	9457	0
-	5	37	2	5	945	208	-12970	0
-	5	37	3	0	953	319	-10642	0
-	5	37	3	5	478	10	16088	0
#		Mission_38						
-	5	38	0	3	672	514	1	0
-	5	38	0	8	281	105	3	0
-	5	38	0	8	711	172	3	0
-	5	38	0	4	692	146	2	0
-	5	38	0	6	182	196	2	0
-	5	38	1	4	639	5	20763	0
-	5	38	1	3	453	30	16919	0
-	5	38	1	6	514	44	16316	0
-	5	38	2	7	337	26	17399	0
-	5	38	2	8	291	51	16871	0
-	5	38	2	7	905	238	-12354	0
#		Mission_39						
-	5	39	0	6	607	356	1	0
-	5	39	0	0	557	266	3	0
-	5	39	0	7	173	327	2	0
-	5	39	1	8	673	17	19927	0
-	5	39	1	4	908	200	-12848	0
-	5	39	1	4	39	295	6430	0
-	5	39	2	3	42	300	8912	0
-	5	39	2	1	921	227	-4725	0
-	5	39	2	7	952	235	-10194	0
#		Mission_40						
-	5	40	0	5	243	261	1	0
-	5	40	0	1	633	195	1	0
-	5	40	1	9	472	56	14504	0
-	5	40	1	1	389	35	18842	0
-	5	40	1	2	53	270	9981	0
#		Mission_41						
-	5	41	0	1	183	300	3	0
-	5	41	0	7	678	442	1	0
-	5	41	1	1	48	307	5153	0
-	5	41	2	7	40	320	8040	0
-	5	41	3	3	729	42	16895	0
-	5	41	3	8	911	202	-7902	0
-	5	41	3	9	448	8	15853	0
#		Mission_42						
-	5	42	0	5	742	321	2	0
-	5	42	0	7	358	312	1	0
-	5	42	0	4	617	184	3	0
-	5	42	0	7	700	435	2	0
-	5	42	1	0	915	241	-10540	0
-	5	42	1	8	579	57	14766	0
-	5	42	1	1	57	283	6979	0
#		Mission_43						
-	5	43	0	0	758	326	2	0
-	5	43	0	8	567	531	2	0
-	5	43	0	0	365	191	3	0
-	5	43	1	9	916	208	-10101	0
-	5	43	1	9	408	14	13577	0
-	5	43	1	3	922	255	-10883	0
-	5	43	2	1	6	281	8199	0
-	5	43	2	1	7	225	6325	0
#		Mission_44						
-	5	44	0	7	463	267	3	0
-	5	44	0	6	609	350	3	0
-	5	44	0	9	453	452	3	0
-	5	44	0	4	121	148	1	0
-	5	44	0	0	248	268	3	0
-	5	44	1	6	33	261	4640	0
-	5	44	2	6	18	270	9654	0
-	5	44	2	5	928	279	-5693	0
-	5	44	2	5	741	29	18280	0
-	5	44	3	3	57	214	10128	0
-	5	44	3	5	613	55	13788	0
-	5	44	3	6	656	4	15685	0
-	5	44	4	8	930	200	-7866	0
-	5	44	4	0	450	26	14518	0
#		Mission_45						
-	5	45	0	9	480	322	2	0
-	5	45	0	8	307	150	1	0
-	5	45	1	0	15	213	8221	0
-	5	45	2	6	20	266	4833	0
-	5	45	2	1	22	330	5736	0
#		Mission_46						
-	5	46	0	7	270	486	1	0
-	5	46	0	6	376	396	2	0
-	5	46	0	4	500	132	1	0
-	5	46	0	6	611	428	1	0
-	5	46	1	8	32	260	11735	0
-	5	46	1	7	920	291	-13409	0
#		Mission_47						
-	5	47	0	1	158	121	3	0
-	5	47	0	8	839	201	3	0
-	5	47	1	7	53	284	7485	0
-	5	47	1	6	344	23	22312	0
-	5	47	1	5	34	313	4893	0
-	5	47	2	6	913	287	-7338	0
-	5	47	2	7	952	205	-13313	0
-	5	47	3	9	615	20	18505	0
#		Mission_48						
-	5	48	0	7	607	194	3	0
-	5	48	0	7	458	333	2	0
-	5	48	0	5	149	169	2	0
-	5	48	0	4	197	506	1	0
-	5	48	1	1	931	330	-8886	0
-	5	48	1	7	432	36	22173	0
#		World_06						
#		Mission_01						
-	6	1	0	0	788	282	2	0
-	6	1	0	5	380	331	2	0
-	6	1	0	9	819	389	2	0
-	6	1	1	7	904	264	-6559	0
-	6	1	2	3	46	337	10661	0
-	6	1	3	3	929	282	-11170	0
#		Mission_02						
-	6	2	0	3	848	363	3	0
-	6	2	0	4	647	274	2	0
-	6	2	0	9	317	132	1	0
-	6	2	0	8	711	460	3	0
-	6	2	1	3	472	32	17342	0
-	6	2	1	5	946	239	-11618	0
-	6	2	2	3	17	273	4668	0
-	6	2	2	9	942	264	-5361	0
-	6	2	3	7	909	295	-10922	0
-	6	2	3	1	359	35	13579	0
#		Mission_03						
-	6	3	0	2	629	511	1	0
-	6	3	0	5	245	167	2	0
-	6	3	0	5	539	527	2	0
-	6	3	0	9	798	416	2	0
-	6	3	0	7	235	182	2	0
-	6	3	1	5	60	284	6488	0
-	6	3	2	1	24	288	7709	0
#		Mission_04						
-	6	4	0	9	733	522	2	0
-	6	4	0	2	197	533	2	0
-	6	4	0	6	508	187	2	0
-	6	4	1	7	9	260	7315	0
-	6	4	1	0	928	263	-8287	0
-	6	4	2	0	954	238	-5328	0
-	6	4	2	3	588	44	22019	0
-	6	4	2	8	260	14	14927	0
-	6	4	3	0	59	296	5074	0
-	6	4	3	2	28	227	8866	0
#		Mission_05						
-	6	5	0	5	532	157	3	0
-	6	5	0	7	622	112	2	0
-	6	5	0	1	839	447	2	0
-	6	5	0	5	222	259	3	0
-	6	5	1	0	21	276	13299	0
-	6	5	1	2	11	334	8507	0
-	6	5	1	7	955	255	-9104	0
-	6	5	2	4	936	208	-7309	0
-	6	5	2	2	516	53	20141	0
-	6	5	2	6	956	233	-11358	0
-	6	5	3	7	911	210	-12606	0
-	6	5	3	2	17	255	8048	0
-	6	5	3	6	938	318	-9476	0
#		Mission_06						
-	6	6	0	3	443	350	3	0
-	6	6	0	6	233	493	3	0
-	6	6	1	2	396	51	15215	0
-	6	6	1	5	925	325	-8880	0
-	6	6	2	6	631	36	16801	0
-	6	6	2	4	919	272	-9695	0
-	6	6	2	4	14	215	9575	0
#		Mission_07						
-	6	7	0	2	712	240	2	0
-	6	7	0	3	527	218	2	0
-	6	7	1	7	36	272	6230	0
-	6	7	1	2	596	24	18246	0
-	6	7	1	2	925	222	-13312	0
#		Mission_08						
-	6	8	0	6	684	326	3	0
-	6	8	0	0	576	414	2	0
-	6	8	0	6	846	216	1	0
-	6	8	0	9	579	378	3	0
-	6	8	0	2	225	490	3	0
-	6	8	1	7	10	318	12784	0
-	6	8	1	2	745	14	19114	0
-	6	8	1	1	406	19	13995	0
-	6	8	2	2	27	301	8201	0
-	6	8	2	8	315	35	17552	0
-	6	8	2	4	293	10	19174	0
-	6	8	3	2	283	34	20493	0
-	6	8	4	6	45	252	9155	0
-	6	8	4	1	944	289	-9217	0
#		Mission_09						
-	6	9	0	7	606	479	1	0
-	6	9	0	1	302	454	1	0
-	6	9	0	1	314	427	2	0
-	6	9	1	6	51	289	5394	0
-	6	9	1	2	429	24	15933	0
-	6	9	1	6	940	294	-11461	0
-	6	9	2	3	313	16	18001	0
#		Mission_10						
-	6	10	0	8	304	188	2	0
-	6	10	0	0	456	218	1	0
-	6	10	0	8	385	145	2	0
-	6	10	0	8	483	524	1	0
-	6	10	0	3	707	336	1	0
-	6	10	1	7	32	274	5880	0
-	6	10	1	7	920	217	-10197	0
-	6	10	1	3	920	321	-6600	0
-	6	10	2	4	523	58	14354	0
-	6	10	3	4	910	287	-10967	0
-	6	10	3	9	344	31	16448	0
-	6	10	3	3	231	12	14396	0
#		Mission_11						
-	6	11	0	4	431	267	2	0
-	6	11	0	4	703	284	2	0
-	6	11	0	2	374	281	3	0
-	6	11	0	1	340	507	2	0
-	6	11	1	0	927	238	-13375	0
-	6	11	2	3	452	19	15618	0
-	6	11	2	0	910	318	-5137	0
-	6	11	2	5	944	285	-4997	0
-	6	11	3	4	429	31	19949	0
-	6	11	3	1	23	248	7241	0
-	6	11	3	3	518	43	18904	0
-	6	11	4	3	900	302	-8813	0
-	6	11	4	3	913	272	-9367	0
#		Mission_12						
-	6	12	0	6	546	323	2	0
-	6	12	0	7	689	133	2	0
-	6	12	1	8	486	23	16338	0
-	6	12	1	6	43	246	9184	0
#		Mission_13						
-	6	13	0	4	107	101	1	0
-	6	13	0	0	550	142	1	0
-	6	13	1	6	23	295	8032	0
-	6	13	1	8	453	31	19949	0
-	6	13	1	8	901	223	-10766	0
-	6	13	2	9	576	56	15060	0
-	6	13	2	9	537	33	17217	0
-	6	13	2	2	32	313	6137	0
-	6	13	3	6	8	214	4919	0
-	6	13	3	4	672	37	20535	0
-	6	13	3	1	932	283	-13099	0
#		Mission_14						
-	6	14	0	1	803	253	1	0
-	6	14	0	5	569	232	2	0
-	6	14	0	0	389	142	2	0
-	6	14	0	1	405	482	1	0
-	6	14	0	3	568	415	2	0
-	6	14	1	5	926	228	-10269	0
-	6	14	1	7	214	32	14591	0
-	6	14	1	8	33	281	5033	0
-	6	14	2	4	903	227	-5571	0
-	6	14	3	5	42	203	10706	0
-	6	14	3	3	21	222	8466	0
#		Mission_15						
-	6	15	0	5	202	101	2	0
-	6	15	0	3	544	291	1	0
-	6	15	0	0	263	339	3	0
-	6	15	1	4	6	234	7541	0
-	6	15	1	8	28	291	4635	0
-	6	15	2	9	524	28	16181	0
-	6	15	2	0	651	51	17239	0
-	6	15	2	6	57	244	8548	0
-	6	15	3	3	940	253	-7486	0
-	6	15	3	9	696	14	16713	0
-	6	15	3	2	55	313	6934	0
-	6	15	4	0	671	4	20545	0
#		Mission_16						
-	6	16	0	7	296	495	3	0
-	6	16	0	4	367	153	1	0
-	6	16	0	8	179	442	1	0
-	6	16	0	1	626	226	1	0
-	6	16	1	8	940	309	-6979	0
-	6	16	2	6	23	242	11156	0
-	6	16	2	1	41	242	8784	0
-	6	16	3	7	9	297	9718	0
-	6	16	4	5	927	238	-11358	0
-	6	16	4	6	44	202	8748	0
#		Mission_17						
-	6	17	0	6	839	522	1	0
-	6	17	0	6	560	135	2	0
-	6	17	0	4	792	104	2	0
-	6	17	0	7	339	110	3	0
-	6	17	1	9	914	249	-11209	0
-	6	17	1	0	259	26	16247	0
-	6	17	2	0	591	18	17839	0
-	6	17	2	8	914	300	-11176	0
-	6	17	2	9	938	255	-7911	0
-	6	17	3	7	5	306	9735	0
-	6	17	4	4	47	246	4917	0
-	6	17	4	4	12	233	6344	0
-	6	17	4	5	223	16	20655	0
#		Mission_18						
-	6	18	0	2	224	247	3	0
-	6	18	0	0	242	238	3	0
-	6	18	0	1	813	492	3	0
-	6	18	1	5	499	8	19726	0
-	6	18	1	8	522	42	14350	0
-	6	18	2	0	7	210	6614	0
-	6	18	2	5	316	20	19984	0
-	6	18	2	1	623	35	21923	0
#		Mission_19						
-	6	19	0	5	532	136	2	0
-	6	19	0	1	542	447	1	0
-	6	19	1	1	60	203	7658	0
-	6	19	1	2	47	301	11575	0
-	6	19	2	7	917	300	-13247	0
-	6	19	2	0	713	57	21762	0
-	6	19	2	3	6	270	9757	0
-	6	19	3	9	35	307	11140	0
-	6	19	3	4	927	295	-6085	0
-	6	19	3	5	32	279	9005	0
#		Mission_20						
-	6	20	0	5	848	346	2	0
-	6	20	0	0	492	193	1	0
-	6	20	0	7	457	539	3	0
-	6	20	0	5	832	475	3	0
-	6	20	1	3	496	14	15715	0
-	6	20	2	1	905	229	-10979	0
-	6	20	2	9	514	40	20460	0
-	6	20	3	6	37	234	12237	0
-	6	20	3	5	55	315	8960	0
-	6	20	4	1	917	290	-10814	0
-	6	20	4	4	32	335	11898	0
-	6	20	4	4	29	250	9795	0
#		Mission_21						
-	6	21	0	8	736	237	1	0
-	6	21	0	3	738	479	2	0
-	6	21	0	4	784	319	2	0
-	6	21	1	2	57	217	11342	0
#		Mission_22						
-	6	22	0	2	473	272	1	0
-	6	22	0	1	782	164	2	0
-	6	22	0	6	721	115	2	0
-	6	22	1	3	48	325	5240	0
-	6	22	2	1	7	249	9840	0
-	6	22	2	0	478	56	15978	0
-	6	22	2	0	913	298	-13302	0
-	6	22	3	8	920	248	-8041	0
-	6	22	3	5	669	34	17045	0
-	6	22	4	5	31	311	4695	0
-	6	22	4	8	550	48	21903	0
#		Mission_23						
-	6	23	0	0	278	360	2	0
-	6	23	0	0	248	347	2	0
-	6	23	0	7	773	301	3	0
-	6	23	0	4	327	294	1	0
-	6	23	0	2	272	194	1	0
-	6	23	1	3	558	43	16350	0
-	6	23	1	1	937	295	-6855	0
-	6	23	1	6	934	222	-13115	0
-	6	23	2	4	707	29	22287	0
-	6	23	2	5	41	257	10173	0
-	6	23	2	7	54	281	8587	0
-	6	23	3	1	34	225	9197	0
-	6	23	4	8	40	320	8360	0
#		Mission_24						
-	6	24	0	9	475	335	2	0
-	6	24	0	1	824	282	3	0
-	6	24	1	0	471	57	21632	0
-	6	24	1	1	907	289	-10698	0
-	6	24	2	1	32	311	6062	0
-	6	24	2	0	534	27	15163	0
#		Mission_25						
-	6	25	0	7	535	261	1	0
-	6	25	0	7	796	462	2	0
-	6	25	0	1	100	445	1	0
-	6	25	0	7	594	152	1	0
-	6	25	0	8	495	170	2	0
-	6	25	1	0	952	293	-13349	0
-	6	25	1	7	352	17	20666	0
-	6	25	2	6	916	310	-10392	0
-	6	25	2	3	923	224	-11080	0
-	6	25	2	3	943	234	-11200	0
-	6	25	3	3	933	259	-10162	0
-	6	25	3	5	922	222	-13139	0
#		Mission_26						
-	6	26	0	9	469	329	3	0
-	6	26	0	2	564	187	2	0
-	6	26	0	3	737	471	2	0
-	6	26	1	7	937	221	-12869	0
-	6	26	1	8	584	37	17267	0
-	6	26	2	0	579	57	20075	0
-	6	26	3	4	5	215	5588	0
-	6	26	3	7	570	35	19483	0
#		Mission_27						
-	6	27	0	6	190	478	2	0
-	6	27	0	3	561	114	3	0
-	6	27	0	8	504	322	1	0
-	6	27	0	8	852	419	3	0
-	6	27	1	1	55	338	11609	0
-	6	27	1	5	34	308	7528	0
-	6	27	1	6	14	265	6212	0
-	6	27	2	8	939	334	-10007	0
-	6	27	2	6	45	327	9242	0
-	6	27	2	4	53	289	11224	0
-	6	27	3	8	946	293	-4798	0
-	6	27	3	4	7	232	5224	0
#		Mission_28						
-	6	28	0	9	678	223	2	0
-	6	28	0	7	235	134	1	0
-	6	28	0	6	585	457	3	0
-	6	28	0	7	598	255	2	0
-	6	28	0	9	672	201	2	0
-	6	28	1	8	553	22	18570	0
-	6	28	2	2	289	14	16528	0
-	6	28	2	0	21	274	7579	0
-	6	28	2	2	380	35	15171	0
#		Mission_29						
-	6	29	0	1	189	456	1	0
-	6	29	0	7	533	209	1	0
-	6	29	0	2	782	398	1	0
-	6	29	1	9	753	52	15685	0
-	6	29	2	5	953	287	-9371	0
-	6	29	2	1	452	24	18113	0
#		Mission_30						
-	6	30	0	6	706	183	2	0
-	6	30	0	5	353	363	2	0
-	6	30	0	2	788	268	3	0
-	6	30	0	1	357	101	2	0
-	6	30	1	6	948	263	-8463	0
-	6	30	2	2	929	272	-9603	0
-	6	30	2	4	920	254	-12562	0
-	6	30	2	6	364	26	14375	0
-	6	30	3	7	409	50	21717	0
#		Mission_31						
-	6	31	0	0	178	216	3	0
-	6	31	0	2	734	489	3	0
-	6	31	1	0	360	42	17348	0
-	6	31	1	0	932	273	-11652	0
-	6	31	2	4	49	223	7479	0
-	6	31	2	8	32	340	11871	0
-	6	31	2	9	478	9	18144	0
-	6	31	3	4	948	205	-11035	0
#		Mission_32						
-	6	32	0	4	583	142	2	0
-	6	32	0	5	566	457	3	0
-	6	32	0	8	510	133	3	0
-	6	32	0	2	605	231	2	0
-	6	32	0	1	505	237	2	0
-	6	32	1	9	657	54	16750	0
-	6	32	1	8	243	55	15992	0
-	6	32	1	2	914	266	-10855	0
-	6	32	2	7	9	265	12255	0
#		Mission_33						
-	6	33	0	8	631	390	2	0
-	6	33	0	1	462	260	2	0
-	6	33	1	2	35	283	11507	0
-	6	33	1	0	17	248	5416	0
-	6	33	1	8	60	228	5001	0
#		Mission_34						
-	6	34	0	7	263	217	2	0
-	6	34	0	7	658	179	2	0
-	6	34	0	3	652	239	3	0
-	6	34	0	1	368	344	1	0
-	6	34	1	0	948	325	-13032	0
-	6	34	1	4	735	43	22329	0
-	6	34	2	9	52	240	9454	0
-	6	34	2	1	736	15	21611	0
-	6	34	2	3	51	255	6620	0
-	6	34	3	8	923	214	-5109	0
-	6	34	3	7	413	14	20550	0
-	6	34	4	2	225	26	19772	0
-	6	34	4	5	54	219	4693	0
#		Mission_35						
-	6	35	0	5	291	394	3	0
-	6	35	0	5	485	514	1	0
-	6	35	0	5	110	321	1	0
-	6	35	1	0	689	33	15073	0
-	6	35	1	6	919	248	-8524	0
-	6	35	2	6	900	213	-8042	0
-	6	35	2	6	316	33	18545	0
-	6	35	2	5	7	297	9556	0
-	6	35	3	9	947	301	-11504	0
-	6	35	3	1	509	14	18947	0
-	6	35	3	7	430	60	14680	0
-	6	35	4	0	385	39	22432	0
-	6	35	4	7	900	270	-7017	0
-	6	35	4	9	26	206	10766	0
#		Mission_36						
-	6	36	0	0	135	525	2	0
-	6	36	0	3	493	143	1	0
